,account_name,month,channel,post_id,engagement,rankengage
41668,เขาว่าฉันติดนิยาย,July,facebook,10,61,1667.0
26714,iceamore,December,twitter,3,61,255.0
12737,Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,March,youtube,1,61,661.0
28550,paapaii พาไปดอทคอม,October,twitter,8,61,281.0
18450,Profender4x4,December,facebook,13,61,1584.0
9888,Hipflat,January,facebook,2,61,1649.0
28395,odiniapp,April,youtube,2,61,682.0
35035,นินจา การตลาด,May,youtube,5,61,676.0
29758,techmoblog,August,twitter,67,61,289.0
33125,ชะนีมีกล้าม,January,youtube,4,61,647.0
14514,Miew8,November,facebook,10,61,1606.0
22716,Thelittleteapot,January,facebook,1,61,1649.0
17647,Parents One,March,youtube,2,60,662.0
42841,เมนูอร่อย ทำง่ายๆ,November,facebook,18,60,1607.0
34989,นิตยสารชีวจิต,July,youtube,3,60,691.0
25345,bimitadakimasu,September,twitter,4,60,291.0
38742,วิ่งแถวบ้าน : runfronthome,April,instagram,4,60,769.0
43296,เลิกโง่,March,twitter,4,60,291.0
22227,Thaiware,December,twitter,77,60,256.0
37093,มนุษย์เงินเดือนพันธุ์ใหม่,September,youtube,10,60,663.0
16151,Ngingi illustration,November,facebook,11,60,1607.0
14425,Mhunoiii,November,youtube,3,60,636.0
9971,"HoonCenter - ""หุ้นเซ็นเตอร์"" ความรู้คู่การลงทุน",January,facebook,3,60,1650.0
8576,GER.C - เพื่อนเกอ,June,facebook,3,60,1665.0
22965,Trader 4.0,October,facebook,2,60,1605.0
36470,พาลูกเที่ยวดะ,October,instagram,9,60,788.0
44266,แวะมาอ่าน : Wae Ma Read,October,facebook,10,60,1605.0
19953,Siampod,June,twitter,12,60,280.0
16811,Oppa Thuchy,April,twitter,1,60,282.0
10793,Japaikin จะไปกิน,October,facebook,2,60,1605.0
10774,Japaikin จะไปกิน,August,instagram,3,60,791.0
7950,Fit Style Fern,December,instagram,1,60,779.0
40597,อยากเที่ยวก็เที่ยว,November,instagram,3,60,791.0
4505,ChinNaMo,August,facebook,2,60,1639.0
28026,mxphone,November,youtube,2,60,636.0
8588,GGgeorgie,March,facebook,14,60,1661.0
17391,PaiNaiDii,May,instagram,2,60,787.0
13137,Lullafoods,April,instagram,4,60,769.0
14428,Mhunoiii,October,youtube,2,60,652.0
23653,Walker Talker : เดินทางเล่าเรื่อง,August,youtube,7,60,685.0
42621,เป็ดพาไป,June,instagram,2,60,773.0
39660,หนังคอกระต่าย,September,facebook,1,60,1630.0
32763,งงหุ้น,December,facebook,2,60,1585.0
35237,นุ๊ก ไอดอ,December,youtube,1,60,635.0
8490,Friendnancial - การเงินภาษาเพื่อน,April,facebook,1,60,1661.0
40602,อยากเป็นนักวางแผนการเงิน,April,instagram,9,60,769.0
38396,วงกลม.,April,facebook,2,60,1661.0
21907,Techtalkthai,November,twitter,33,59,273.0
15546,Must Love Mac,May,instagram,3,59,788.0
41139,อาตี๋ รีวิว,February,twitter,4,59,292.0
13138,Lullafoods,August,instagram,3,59,792.0
29393,sandy.diary,November,instagram,2,59,792.0
35940,ปาหมี◡̈⃝,September,instagram,2,59,766.0
24945,a ดวง,October,youtube,14,59,653.0
4724,Coach Sila,March,instagram,4,59,791.0
22819,Thisisgame PConsole,February,facebook,51,59,1669.0
26456,high on dream,May,twitter,26,59,281.0
37554,ยืมอ่าน,October,facebook,9,59,1606.0
12892,Little Ing Baby,June,instagram,2,59,774.0
12780,Life with Muay,January,youtube,1,59,648.0
8376,Freeware.in.th,June,twitter,1,59,281.0
9108,Gogetlost,December,youtube,1,59,636.0
39773,หนุ่ยรู้,May,facebook,5,59,1664.0
29023,ppfitlife,July,facebook,132,59,1668.0
29975,tommy_hairstylist,August,instagram,2,59,792.0
16821,Oppa Thuchy,January,twitter,1,59,294.0
40592,อยากเที่ยวก็เที่ยว,June,instagram,2,59,774.0
21713,TarKawin,May,twitter,23,59,281.0
18866,RealOnnbaby,February,twitter,5,59,292.0
10724,Janenipa,July,facebook,13,59,1668.0
10419,Iconic Women Alliance,July,facebook,7,59,1668.0
31026,กินแก้มตุ่ย ตะลุยเที่ยว,July,instagram,3,59,787.0
525,@aroii บอกต่อ,September,facebook,401,59,1631.0
36268,พยูนบูด,March,instagram,2,59,791.0
8845,Getout Thailand,January,instagram,2,59,792.0
19874,Sherstock Holmes,November,facebook,1,59,1608.0
32512,คุณหมอสตอรี่,December,youtube,13,59,636.0
32363,คอนโดโนเด๊า - Condo No Doubt,September,facebook,3,58,1632.0
6836,English With Vivian,February,youtube,1,58,647.0
1833,AutoWorldThailand,January,facebook,42,58,1651.0
7379,FINSTREET,February,youtube,1,58,647.0
27810,mayday,May,instagram,1,58,789.0
1832,AutoWorldThailand,February,facebook,51,58,1670.0
24965,abbybyapple,May,instagram,1,58,789.0
7826,FinSpace,January,instagram,5,58,793.0
35589,บันทึกนึกขึ้นได้,January,youtube,1,58,649.0
5357,Data TH.com - Data Science ชิลชิล,December,youtube,2,58,637.0
36512,พิกัดนี้น่าเที่ยว / Travel Guru Thailand,May,facebook,19,58,1665.0
8591,GGgeorgie,October,facebook,25,58,1607.0
16408,Nueng Panu,April,twitter,13,58,283.0
25416,book_olives,November,youtube,1,58,637.0
10900,Jeab.com,October,twitter,40,58,282.0
39730,หนีงานไปเที่ยว,June,instagram,2,58,775.0
22423,The Money Gym เทรนการเงินของคุณให้แข็งแรง,October,facebook,12,58,1607.0
29534,songsai178,June,instagram,2,58,775.0
27805,mayday,July,instagram,1,58,788.0
27577,lilsunshinediary,April,youtube,4,58,683.0
22670,TheLovelyAir.com,January,youtube,14,58,649.0
265,2an_doodle,June,twitter,8,58,282.0
25024,ahiru.studio,March,instagram,3,58,792.0
29031,ppfitlife,November,facebook,188,58,1609.0
10789,Japaikin จะไปกิน,May,facebook,13,58,1665.0
31082,กินแหลก เรื่องกินต้องยกให้เรา,May,twitter,4,57,282.0
13220,MADUA,April,facebook,3,57,1662.0
11024,Jinny's Healthy Diary,March,facebook,24,57,1662.0
1379,AppDiqus,February,twitter,33,57,293.0
9670,Haruhi-hi,January,facebook,9,57,1652.0
42269,เที่ยวทั้งบ้าน,March,youtube,1,57,663.0
6763,EndlessChannel TH,January,facebook,5,57,1652.0
5334,Data Café Thailand,June,facebook,1,57,1666.0
14354,MeowCode - สอน python,February,youtube,2,57,648.0
36808,ฟลอ เกศิณี ปิ่นเจริญ,December,youtube,3,57,638.0
28406,odiniapp,January,youtube,4,57,650.0
13533,MacThai,October,youtube,2,57,654.0
4893,Cooking station,September,facebook,2,57,1633.0
35939,ปาหมี◡̈⃝,October,instagram,2,57,789.0
45625,ไหนๆก็อ้วนแล้ว,July,facebook,5,57,1669.0
36125,ผู้บริโภค,February,twitter,10,57,293.0
31711,คนท้อง ก็ต้องสวย by หมอนุ่น,May,youtube,1,57,677.0
42016,เซเลบหุ้น : Bud Fox,September,facebook,8,57,1633.0
14392,MheeGamer,March,facebook,2,57,1662.0
43468,เลี้ยงลูกให้เป็นคนปกติ,November,facebook,1,57,1610.0
15675,MyArena,June,facebook,1,57,1666.0
25988,eventpassapp,September,twitter,9,57,292.0
11536,KUTE CLUB,April,instagram,1,57,770.0
44030,แฟนนักวิ่ง,May,instagram,2,57,790.0
19300,Running thailand events,October,facebook,4,57,1608.0
33567,ดร.จิติพล พฤกษาเมธานันท์,March,twitter,28,57,292.0
16320,Noppon Pongsiri,March,youtube,1,57,663.0
38660,วิทย์สนุกรอบตัว,April,instagram,1,57,770.0
33767,ตายายสอนหลาน,January,youtube,1,57,650.0
22816,Thisisgame PConsole,April,facebook,61,57,1662.0
35881,ปั้นหุ่นแซ๊บอายุ30+,August,youtube,2,56,686.0
45108,ไดอารี่การเงิน - Money Diaries,December,instagram,3,56,780.0
9322,Greenpeace Thailand,February,youtube,2,56,649.0
31588,ข่าววันนี้ ประเทศไทย,July,facebook,4,56,1670.0
44947,ใกล้หมอฟัน,August,instagram,15,56,793.0
18950,ReviewPapai - รีวิวพาไป,November,instagram,7,56,793.0
40399,หาเงินออนไลน์ กับเทรดเดอร์แทน,September,youtube,1,56,664.0
9154,Goodhealth สุขภาพดีอย่างมีกึ๋น,August,facebook,1,56,1640.0
740,AI บ้านบ้าน,November,youtube,1,56,638.0
23516,Vivienne Wonder,March,youtube,2,56,664.0
22466,The Pigeon Post,November,facebook,23,56,1611.0
19265,Runner-Blogger,September,facebook,2,56,1634.0
16432,Nueng Panu,May,twitter,8,56,283.0
21855,Techhub,June,instagram,13,56,776.0
4598,Chopluem,May,twitter,4,56,283.0
33555,ดร.จิติพล พฤกษาเมธานันท์,August,twitter,19,56,290.0
4385,Chef Pam,June,youtube,2,56,693.0
35891,ปั้นหุ่นแซ๊บอายุ30+,October,youtube,2,56,655.0
42280,เที่ยวผ่านเลนส์ / Forzanu Foto,June,facebook,6,56,1667.0
16274,Noeylamai,June,instagram,1,56,776.0
4558,Chongko Channel,February,youtube,1,56,649.0
18413,Primprch,December,facebook,15,56,1586.0
17805,Pekky the angel,May,youtube,1,56,678.0
43857,แต่งหน้า-ทำผม by Tah Make Up,October,facebook,19,56,1609.0
31539,ขับซ่า,August,instagram,5,56,793.0
23833,WealthGuru,December,facebook,10,56,1586.0
11714,Kawita Vatanajyankur Artist,March,facebook,7,56,1663.0
13406,MR.ZEROZ KINGNER,February,facebook,1,56,1671.0
26420,happiepie,November,instagram,1,56,793.0
22202,Thailand Scooter,January,facebook,93,56,1653.0
26418,happiepie,June,instagram,1,56,776.0
45630,ไหนๆก็อ้วนแล้ว,September,facebook,47,56,1634.0
21961,Thai Book Review ( มาร่วมแนะนำหนังสือดี ๆ กัน ),February,facebook,14,56,1671.0
31396,ขยันสร้างภาพ,August,youtube,5,56,686.0
929,Ads-PERTURE,December,facebook,5,56,1586.0
1400,AppDiqus,October,twitter,59,56,283.0
41767,เคล็ดวิชาครีเอทีฟ,August,facebook,1,56,1640.0
4219,Carguru-bysetthi,October,facebook,6,56,1609.0
14942,Mom&Dad Family,March,facebook,14,56,1663.0
18814,Read-A-Round อ่านมาขายไป,January,facebook,6,56,1653.0
17376,PaiNaiDii,December,instagram,1,56,780.0
9850,Here & There,September,facebook,5,56,1634.0
1490,Arm make up,November,facebook,3,56,1611.0
2901,Bestie Wanderer - คู่ซี้ตะลอนโลก,November,youtube,3,55,639.0
36830,ฟลุค รพี ชูสุวรรณ,December,youtube,5,55,639.0
11927,Khruzee,January,twitter,4,55,295.0
507,@aroii บอกต่อ,July,facebook,221,55,1671.0
12831,Lili Tae,September,facebook,13,55,1635.0
36312,พรุ่งนี้ค่อยลด,January,instagram,1,55,794.0
29388,sandy.diary,February,instagram,1,55,797.0
13376,MORE THAN SURFACE,May,facebook,3,55,1666.0
6176,ECU SHOP OFFICIAL,June,instagram,1,55,777.0
30501,กระเพาะเดินทาง tummytravel,September,instagram,1,55,767.0
45588,ไม่ง้อยา by หมอบุรินทร์,December,facebook,1,55,1587.0
7865,Financial สบาย สบาย,October,facebook,1,55,1610.0
19950,Siampod,July,twitter,10,55,288.0
18630,Purple Mood E-Sport,December,youtube,2,55,639.0
38459,วันนี้กินไรดีวะ,January,twitter,1,55,295.0
23196,U me go แบบนี้ต้องไปจัด,December,youtube,1,55,639.0
26447,high on dream,January,twitter,12,55,295.0
37100,มนุษย์เงินเดือนอยากมีอิสรภาพทางการเงิน,June,facebook,2,55,1668.0
2267,Banana Blah Blah,October,twitter,1,55,284.0
32272,ครูโรซี่: British English,March,youtube,2,55,665.0
26494,hollyhua,November,facebook,74,55,1612.0
32850,จอนนี่แมวศุภลักษณ์,September,youtube,1,55,665.0
5451,Dee Journey ดีเจอนี่,March,instagram,1,55,793.0
13885,Mao-Investor,September,youtube,1,55,665.0
15274,MotoWish,October,youtube,1,55,656.0
43312,เลี้ยงลูกด้วยหนังสือ,August,instagram,14,55,794.0
40436,หุ้น The Big Short,March,facebook,1,55,1664.0
24971,above sea level,August,facebook,1,55,1641.0
13011,Lomfang and Embroidery.,April,facebook,4,55,1663.0
36826,ฟลุค รพี ชูสุวรรณ,April,youtube,8,55,684.0
39563,สุธีรา เอื้อไพโรจน์กิจ,September,youtube,2,55,665.0
44155,แมวไข่ต้ม,March,twitter,10,55,293.0
16230,"No plastic,Thailand",October,facebook,1,55,1610.0
2366,BankRacingNK,May,youtube,4,54,679.0
2011,BKKMENU.COM,April,youtube,3,54,685.0
44085,แฟนพาเที่ยว / My Life My Travel,May,youtube,2,54,679.0
18747,Rap TumGAMER Thailand,April,facebook,12,54,1664.0
43954,แป้ง สุอารี ทรรศนกุลพันธ์,December,youtube,1,54,640.0
24962,abbybyapple,February,instagram,1,54,798.0
12793,Lifecyclingclub,November,instagram,1,54,794.0
13793,Maibat Money,April,facebook,7,54,1664.0
17571,Palouis เฮลตี้สายชิล HealthyChill,October,youtube,1,54,657.0
12826,Lili Tae,June,facebook,8,54,1669.0
13045,LoveSyrup,February,facebook,10,54,1672.0
68,108Life,December,instagram,1,54,781.0
22419,The Money Gym เทรนการเงินของคุณให้แข็งแรง,February,facebook,6,54,1672.0
11709,Kawita Vatanajyankur Artist,December,facebook,23,54,1588.0
18999,Riding Magazine,December,youtube,5,54,640.0
18428,Primrose,January,twitter,5,54,296.0
4222,Carissa Springett,March,facebook,1,54,1665.0
20776,StepGeekTV Online,January,twitter,7,54,296.0
23303,Unfull ice,October,youtube,4,54,657.0
24231,Worawut Studio,November,youtube,1,54,640.0
11864,Kevin's Daddy คุณพ่อนักวางแผนการเงิน,October,facebook,18,54,1611.0
8191,Foodie Monster,November,facebook,44,54,1613.0
26478,hollyhua,August,facebook,82,54,1642.0
42341,เที่ยววัวตายควายล้ม travelalotthailand.com,October,youtube,6,54,657.0
6472,Eat Clean Baby,May,facebook,1,54,1667.0
28945,plariex,November,facebook,3,54,1613.0
39347,สัตว์โลกอมตีน,April,twitter,2,54,284.0
36129,ผู้บริโภค,July,twitter,13,54,289.0
27304,karnmayouting,January,twitter,2,54,296.0
31701,คนท้อง ก็ต้องสวย by หมอนุ่น,February,youtube,1,54,650.0
23841,WealthGuru,October,facebook,11,54,1611.0
20077,SistaCafe,December,youtube,4,54,640.0
29509,sirreallit,January,facebook,2,54,1654.0
38508,วางแผนการเงินกับ Insuranger,August,facebook,3,54,1642.0
33638,ตังเม Bucciime,August,youtube,1,54,687.0
10902,Jeab.com,September,instagram,8,54,768.0
5894,Dr.Sarin Health Chanel,June,instagram,2,54,778.0
9071,Godoeat,December,facebook,45,53,1589.0
9091,Godoeat,May,twitter,15,53,284.0
16838,OutOfMyMind on Value Investment,April,facebook,3,53,1665.0
23789,We read this book,February,facebook,2,53,1673.0
24465,Yoky,March,facebook,3,53,1666.0
7343,FINNOMENA,July,instagram,1,53,789.0
11564,KUTE CLUB,November,twitter,6,53,274.0
45575,ไม่คิดว่าผมจะรักการวิ่งขนาดนี้,July,instagram,5,53,789.0
12733,Let's Eat Thailand กิน/เที่ยว/ที่เดียวครบ,June,instagram,4,53,779.0
22824,Thisisgame PConsole,May,facebook,56,53,1668.0
42847,เมนูเด็กน้อยของแม่,July,facebook,1,53,1672.0
38671,วิทย์สนุกรอบตัว,March,instagram,1,53,794.0
8758,Gamerism,September,facebook,7,53,1636.0
23683,Wander More,May,facebook,1,53,1668.0
34609,นักดองหนังสือ,March,facebook,13,53,1666.0
44763,โยคะ & ไลฟ์สไตล์ by Ki Art Yoga ϟ #kiartyoga,September,facebook,2,53,1636.0
29019,ppfitlife,February,facebook,207,53,1673.0
13955,Marumura,March,youtube,4,53,666.0
27654,love fitt,May,twitter,14,53,284.0
13195,Luxman Thailand,March,instagram,1,53,794.0
30632,กานดา สายทุ้ม,May,youtube,5,53,680.0
45280,ไปกินข้าว Paikinkao,November,instagram,10,53,795.0
5456,Dee Journey ดีเจอนี่,October,instagram,1,53,790.0
21066,Sunny Channel มือใหม่หัดทำกับข้าว,April,facebook,33,53,1665.0
23464,Viperdemon NearlyGod,February,youtube,12,53,651.0
28320,notebookspec,November,twitter,41,53,274.0
27919,minireview_by_mint,November,instagram,1,53,795.0
12876,Lily Nawiya,September,twitter,1,53,293.0
18334,Porropz Blog,April,instagram,2,52,771.0
43494,เล่นจนได้เรื่อง,January,facebook,3,52,1655.0
21843,Techhub,February,instagram,11,52,799.0
4715,Coach Sila,December,instagram,1,52,782.0
16631,OhBIGz,December,instagram,2,52,782.0
20458,Sp Saypan,June,youtube,1,52,694.0
33763,ตายายสอนหลาน,December,youtube,3,52,641.0
14363,MeowCode - สอน python,May,youtube,1,52,681.0
5333,Data Café Thailand,July,facebook,1,52,1673.0
32553,คุณแม่ยังสวย,February,instagram,2,52,799.0
39093,สวรรค์ชั้นหก x Traveling,February,facebook,8,52,1674.0
22094,ThaiDphoto,May,youtube,2,52,681.0
23840,WealthGuru,November,facebook,11,52,1614.0
23293,Unfull ice,March,instagram,1,52,795.0
8898,Ginyuudai - กินอยู่ได้,November,twitter,1,52,275.0
32770,งงหุ้น,November,facebook,1,52,1614.0
29538,songsai178,October,instagram,2,52,791.0
22201,Thailand Scooter,February,facebook,87,52,1674.0
39105,สวัสดีคนแปลกหน้า,July,instagram,1,52,790.0
28917,planforfit.com,December,facebook,5,52,1590.0
37475,ยังโสด - Youngsoad,November,twitter,5,52,275.0
38609,วิจารณ์ภาพยนตร์,June,facebook,3,52,1670.0
38780,วิ่งไหนกัน ปั่นไหนดี,February,youtube,1,52,652.0
24550,Your Wealth Come : ยินดีต้อนรับสู่จักรวาลการเงิน,March,facebook,3,52,1667.0
33670,ตังเม Bucciime,October,twitter,6,52,285.0
14136,Maycry999,January,facebook,1,52,1655.0
11858,Kevin's Daddy คุณพ่อนักวางแผนการเงิน,January,facebook,7,52,1655.0
8945,Glitterxmatter,June,facebook,5,52,1670.0
18356,Porropz Blog,March,facebook,9,52,1667.0
44456,โค้ดลับ 108 ซื้อ-ขายหุ้น,February,facebook,4,52,1674.0
36777,พ่อมหาจำเริญเชิญเทรด,March,facebook,8,52,1667.0
22092,ThaiDphoto,March,facebook,1,51,1668.0
13829,Mamo,April,facebook,8,51,1666.0
44318,โกดังหนัง,April,twitter,4,51,285.0
30454,กระเป๋าหนึ่งใบ,August,twitter,1,51,291.0
26192,fotograzero,June,instagram,3,51,780.0
30627,กานดา สายทุ้ม,July,youtube,5,51,692.0
8039,FitmumwithBebe คนแปลงร่าง,December,instagram,4,51,783.0
14190,Media Insight,August,facebook,17,51,1643.0
1826,AutoVariety.com,November,youtube,3,51,641.0
13221,MADUA,January,facebook,6,51,1656.0
33458,ซั่มหุ้น,June,youtube,3,51,695.0
973,Air Palida Vikitsreth,April,facebook,13,51,1666.0
14478,Mickie,March,twitter,25,51,294.0
4582,Chopluem,February,twitter,5,51,294.0
3789,Brotherhood Trader,January,facebook,2,51,1656.0
14859,Mix by Chef,September,youtube,11,51,666.0
17038,PHAR,May,facebook,1,51,1669.0
129,12TimeWeCCG,December,twitter,2,51,257.0
32541,คุณเค,October,facebook,3,51,1612.0
34086,ต่อต้านการทารุณกรรมสัตว์ Against animal cruelty,July,facebook,1,51,1674.0
40015,หมอเสาวภา เลี้ยงลูกเชิงบวก,October,youtube,5,51,658.0
11715,Kawita Vatanajyankur Artist,May,facebook,4,51,1669.0
40694,อร่อยง่ายbyพี่สาว,January,facebook,16,51,1656.0
22341,The Charapaabs,May,facebook,1,51,1669.0
5657,Dish is Jah,January,facebook,1,51,1656.0
15976,NampunMakeup,July,youtube,7,51,692.0
29667,taKLONG.com,February,facebook,3,51,1675.0
36514,พิกัดนี้น่าเที่ยว / Travel Guru Thailand,October,facebook,14,51,1612.0
12841,Lily Lockwood,October,facebook,10,51,1612.0
10665,Jajatanti : Extreme Traveler/ Travel Photographer,August,facebook,1,51,1643.0
45135,ไดอารี่คนเล่นหุ้น,April,facebook,11,51,1666.0
26679,iamEatt,June,twitter,1,51,283.0
17619,Papeterie,August,facebook,1,51,1643.0
7085,Excel for everyone,August,facebook,1,51,1643.0
21016,Stream Trail Thailand,July,instagram,4,51,791.0
24010,Whereeatit,September,twitter,6,51,294.0
11563,KUTE CLUB,November,instagram,3,51,796.0
17486,Pairyinwonderland,October,youtube,2,51,658.0
23852,WealthMagik - ลงทุนง่ายๆ แค่ปลายนิ้ว,December,instagram,5,51,783.0
17747,Pearie Lady Investor,March,facebook,18,51,1668.0
6745,Egadget Thailand - powerbank,September,youtube,5,51,666.0
33551,ด.ช.หน้าหมา,May,instagram,1,50,791.0
27959,monnnae,April,instagram,1,50,772.0
27754,manasaproy,May,twitter,1,50,285.0
28389,oPuTo,March,youtube,10,50,667.0
7267,FEONALITA,June,youtube,1,50,696.0
25213,artjeeno,October,facebook,1,50,1613.0
23142,Trip and Teach - ไปตามน้ำ,March,facebook,1,50,1669.0
36224,ผู้หญิงคนเดียวก็เที่ยวได้  travelwithpor.com,October,facebook,1,50,1613.0
17836,Perfect English กับครูพี่แอน,July,youtube,2,50,693.0
19716,Sasi Tee,March,facebook,1,50,1669.0
44321,โกดังหนัง,August,twitter,13,50,292.0
5420,DayTrade VI Penny Stock,June,facebook,2,50,1671.0
23245,Uke-Uke,February,facebook,1,50,1676.0
40383,หาเงินออนไลน์ กับเทรดเดอร์แทน,December,youtube,1,50,642.0
17550,Palapilii Thailand,September,youtube,2,50,667.0
13458,MThai Travel,August,facebook,13,50,1644.0
2257,Banana Blah Blah,July,facebook,3,50,1675.0
42618,เป็ดพาไป,July,instagram,4,50,792.0
42223,เที่ยวซิคะ,August,facebook,34,50,1644.0
32838,จอนนี่แมวศุภลักษณ์,February,youtube,2,50,653.0
38988,สมาคมคนรักประวัติศาสตร์,June,facebook,8,50,1671.0
15655,My name is Napat,July,youtube,2,50,693.0
38303,ลุงเด้ง ป้าไก่ กิน เที่ยว ทั่วโลก,November,youtube,5,50,642.0
17524,Palapilii Thailand,April,youtube,3,50,686.0
2063,BKKWheels,May,instagram,1,50,791.0
44775,โรงภาพยนตร์ที่ 3 ที่นั่ง E12,July,twitter,7,50,290.0
17746,Pearie Lady Investor,January,facebook,13,50,1657.0
13681,Magic Superbike,September,facebook,2,50,1637.0
33908,ตุ้ยลุยครัว,December,youtube,6,50,642.0
22536,The Travelerz,June,instagram,1,50,781.0
25502,chahna_mint,November,youtube,43,50,642.0
4645,Chula Wealth Plus,February,facebook,1,50,1676.0
11706,Karnmay Outing,September,facebook,4,50,1637.0
5079,Cycling Hub Thailand,March,instagram,2,50,796.0
14493,Mickie,September,twitter,15,49,295.0
30012,tua pen not,December,facebook,102,49,1591.0
11717,Kawita Vatanajyankur Artist,October,facebook,7,49,1614.0
9629,HappyNancy,August,youtube,1,49,688.0
14691,MinuteThailand,October,twitter,8,49,286.0
13654,Maewsow,June,twitter,1,49,284.0
13746,Mai Jainoon,November,youtube,1,49,643.0
5860,Dr.Pakky หม่ามี้หมอเด็ก,June,youtube,4,49,697.0
8519,Funning Runner - วิ่งยังไงก็ได้ให้มีความสุข,December,facebook,2,49,1591.0
38513,วางแผนการเงินกับ Insuranger,May,facebook,4,49,1670.0
42467,เที่ยวไหนต่อ,February,twitter,3,49,295.0
21150,Superbike Society,November,facebook,4,49,1615.0
14293,Meji Anorma,November,youtube,3,49,643.0
41431,อ่านเสร็จเก็บมาเม้าท์ by Mookie,October,facebook,1,49,1614.0
41421,อ่านเจอ,May,facebook,7,49,1670.0
34554,นวล,March,twitter,1,49,295.0
13043,LoveSyrup,April,facebook,7,49,1667.0
17472,Pairyinwonderland,June,twitter,3,49,284.0
33553,ดร.จิติพล พฤกษาเมธานันท์,April,twitter,34,49,286.0
4348,Chef Bus,May,youtube,1,49,682.0
7769,Fillykung,July,twitter,10,49,291.0
23850,WealthMagik - ลงทุนง่ายๆ แค่ปลายนิ้ว,August,youtube,3,49,688.0
42246,เที่ยวทั่วไทย ไปไหนดี,January,youtube,1,49,651.0
354,5 ขั้นมั่นใจลงทุน,March,facebook,3,49,1670.0
19070,Rocklee,January,instagram,1,49,795.0
17853,Perfect English กับครูพี่แอน,September,youtube,2,49,668.0
13146,Lullafoods,June,instagram,2,49,782.0
10426,Indy Investor Forum,May,facebook,3,49,1670.0
26200,fotograzero,November,instagram,3,49,797.0
29985,tommy_hairstylist,September,instagram,2,49,769.0
28916,planforfit.com,August,facebook,1,49,1645.0
27776,maxky_make_up,August,facebook,35,49,1645.0
9190,Gourmet&Cuisine,February,youtube,5,49,654.0
17029,PHAR,April,facebook,1,48,1668.0
18723,RK Thai Kitchen & Beyond,February,youtube,2,48,655.0
31412,ขยันสร้างภาพ,October,youtube,3,48,659.0
5992,Drive Expert Thailand,September,facebook,20,48,1638.0
33834,ตีแผ่ชีวิตมหาลัย,January,instagram,1,48,796.0
41862,เจ้าตัวเล็ก,July,youtube,1,48,694.0
29153,puffpoy,December,twitter,32,48,258.0
18546,PuPe_so_Sweet,August,twitter,2,48,293.0
43276,เลิกโง่,April,twitter,5,48,287.0
6900,Environman,June,twitter,28,48,285.0
26651,iReview.in.th,September,youtube,7,48,669.0
28095,nattiw,March,youtube,1,48,668.0
10818,Jaycob little dishes,May,facebook,11,48,1671.0
13463,MThai Travel,June,facebook,10,48,1672.0
41865,เจ้าตัวเล็ก,June,youtube,1,48,698.0
9079,Godoeat,January,twitter,12,48,297.0
40826,ออน ชัญญภัส ศรีไพศาล,April,youtube,1,48,687.0
30892,กินตามโปร,March,twitter,4,48,296.0
8115,Food Traveler TH กินดีอยู่ดี,July,facebook,21,48,1676.0
12986,Littlefahsai,September,youtube,2,48,669.0
28419,odiniapp,May,youtube,3,48,683.0
13423,MRSilver VideoGame,August,facebook,9,48,1646.0
9333,Greenpeace Thailand,June,youtube,6,48,698.0
39838,หนูหิ่นซิ่งหุ้น,August,facebook,1,48,1646.0
17754,Pearl InStyle,June,facebook,1,48,1672.0
8267,For a time ออกไปพัก,April,facebook,22,48,1668.0
23491,Visansaya L.,June,facebook,5,48,1672.0
2360,BankRacingNK,July,youtube,1,48,694.0
6222,EDTguide,May,youtube,3,48,683.0
14400,Mhunoiii,April,youtube,1,48,687.0
7871,Finfam วางแผนการเงินด้วยชีวิต,June,facebook,33,48,1672.0
34779,นักอ่าน พันล้านเรื่อง,August,facebook,7,48,1646.0
44091,แฟนพาเที่ยว / My Life My Travel,October,youtube,2,48,659.0
25986,eventpassapp,November,twitter,11,48,276.0
13151,Lullafoods,September,instagram,2,48,770.0
5114,DDpropertyCom,October,twitter,8,48,287.0
15929,NamFinance,August,instagram,7,48,795.0
12625,Lapis Lazuli,October,twitter,2,48,287.0
6737,Egadget Thailand - powerbank,March,youtube,3,48,668.0
15572,My Life By P'Da,October,youtube,2,48,659.0
8813,Garage Life Thailand,March,youtube,1,48,668.0
24767,Zero Waste Given,March,facebook,13,48,1671.0
43458,เลี้ยงลูกให้รวยสุข,August,facebook,4,48,1646.0
19205,Run Better,November,facebook,4,48,1616.0
34520,ธิชา วงศ์ทิพย์กานนท์,August,youtube,1,48,689.0
30700,การเงินธนาคาร,May,youtube,1,48,683.0
16846,OutOfMyMind on Value Investment,September,facebook,1,48,1638.0
24552,Your Wealth Come : ยินดีต้อนรับสู่จักรวาลการเงิน,October,facebook,20,47,1615.0
32542,คุณเค,September,facebook,3,47,1639.0
23722,Wannita Kumnui,February,facebook,9,47,1677.0
21908,Techtalkthai,November,youtube,8,47,644.0
14294,Meji Anorma,October,youtube,3,47,660.0
22334,The Breakfast Club Studio,March,facebook,21,47,1672.0
9548,Happy Mommy Diary,December,youtube,1,47,643.0
20976,Stocklittle.com ลงทุนหุ้น,February,facebook,2,47,1677.0
20268,Softpomz,January,twitter,3,47,298.0
36324,พรุ่งนี้ค่อยลด,May,instagram,1,47,792.0
40348,หราาา,September,youtube,2,47,670.0
13142,Lullafoods,February,instagram,2,47,800.0
