day_name,month_name,created_date,channel,total_accounts,daily_posts,last_daily_posts,daily_post_change,daily_post_change_rate,cumulative_daily_posts,post_growth_rate,daily_engagements,last_daily_engagements,daily_engagement_change,daily_engagement_change_rate,cumulative_daily_engagements,engagement_growth_rate
Wednesday,December,2020-12-23,twitter,175,731,684.0,47.0,0.0687,248625,0.0029,292386,328521.0,-36135.0,-0.11,160983985,0.0018
Thursday,December,2020-12-24,twitter,182,730,731.0,-1.0,-0.0014,249355,0.0029,266637,292386.0,-25749.0,-0.0881,161250622,0.0017
Friday,December,2020-12-25,twitter,177,693,730.0,-37.0,-0.0507,250048,0.0028,262933,266637.0,-3704.0,-0.0139,161513555,0.0016
Saturday,December,2020-12-26,twitter,148,450,693.0,-243.0,-0.3506,250498,0.0018,277134,262933.0,14201.0,0.054,161790689,0.0017
Sunday,December,2020-12-27,twitter,142,429,450.0,-21.0,-0.0467,250927,0.0017,392940,277134.0,115806.0,0.4179,162183629,0.0024
Monday,December,2020-12-28,twitter,169,659,429.0,230.0,0.5361,251586,0.0026,324587,392940.0,-68353.0,-0.174,162508216,0.002
Tuesday,December,2020-12-29,twitter,173,646,659.0,-13.0,-0.0197,252232,0.0026,242644,324587.0,-81943.0,-0.2525,162750860,0.0015
Wednesday,December,2020-12-30,twitter,155,643,646.0,-3.0,-0.0046,252875,0.0025,160951,242644.0,-81693.0,-0.3367,162911811,0.001
Thursday,December,2020-12-31,twitter,154,420,643.0,-223.0,-0.3468,253295,0.0017,219083,160951.0,58132.0,0.3612,163130894,0.0013
Wednesday,January,2020-01-01,youtube,142,177,0.0,0.0,0.0,177,0.0,1237991,0.0,0.0,0.0,1237991,0.0
Thursday,January,2020-01-02,youtube,186,223,177.0,46.0,0.2599,400,1.2599,898514,1237991.0,-339477.0,-0.2742,2136505,0.7258
Friday,January,2020-01-03,youtube,209,240,223.0,17.0,0.0762,640,0.6,1347138,898514.0,448624.0,0.4993,3483643,0.6305
Saturday,January,2020-01-04,youtube,235,272,240.0,32.0,0.1333,912,0.425,1925246,1347138.0,578108.0,0.4291,5408889,0.5527
Sunday,January,2020-01-05,youtube,190,226,272.0,-46.0,-0.1691,1138,0.2478,1888199,1925246.0,-37047.0,-0.0192,7297088,0.3491
Monday,January,2020-01-06,youtube,212,264,226.0,38.0,0.1681,1402,0.232,753627,1888199.0,-1134572.0,-0.6009,8050715,0.1033
Tuesday,January,2020-01-07,youtube,243,291,264.0,27.0,0.1023,1693,0.2076,1273705,753627.0,520078.0,0.6901,9324420,0.1582
Wednesday,January,2020-01-08,youtube,250,321,291.0,30.0,0.1031,2014,0.1896,1360357,1273705.0,86652.0,0.068,10684777,0.1459
Thursday,January,2020-01-09,youtube,224,291,321.0,-30.0,-0.0935,2305,0.1445,1016249,1360357.0,-344108.0,-0.253,11701026,0.0951
Friday,January,2020-01-10,youtube,263,322,291.0,31.0,0.1065,2627,0.1397,1938120,1016249.0,921871.0,0.9071,13639146,0.1656
Saturday,January,2020-01-11,youtube,254,301,322.0,-21.0,-0.0652,2928,0.1146,2619197,1938120.0,681077.0,0.3514,16258343,0.192
Sunday,January,2020-01-12,youtube,217,255,301.0,-46.0,-0.1528,3183,0.0871,2351625,2619197.0,-267572.0,-0.1022,18609968,0.1446
Monday,January,2020-01-13,youtube,222,280,255.0,25.0,0.098,3463,0.088,954572,2351625.0,-1397053.0,-0.5941,19564540,0.0513
Tuesday,January,2020-01-14,youtube,246,318,280.0,38.0,0.1357,3781,0.0918,1543209,954572.0,588637.0,0.6167,21107749,0.0789
Wednesday,January,2020-01-15,youtube,263,440,318.0,122.0,0.3836,4221,0.1164,1317962,1543209.0,-225247.0,-0.146,22425711,0.0624
Thursday,January,2020-01-16,youtube,232,328,440.0,-112.0,-0.2545,4549,0.0777,1229053,1317962.0,-88909.0,-0.0675,23654764,0.0548
Friday,January,2020-01-17,youtube,255,355,328.0,27.0,0.0823,4904,0.078,1188978,1229053.0,-40075.0,-0.0326,24843742,0.0503
Saturday,January,2020-01-18,youtube,262,325,355.0,-30.0,-0.0845,5229,0.0663,2632942,1188978.0,1443964.0,1.2145,27476684,0.106
Sunday,January,2020-01-19,youtube,217,284,325.0,-41.0,-0.1262,5513,0.0543,1737370,2632942.0,-895572.0,-0.3401,29214054,0.0632
Monday,January,2020-01-20,youtube,207,286,284.0,2.0,0.007,5799,0.0519,1048900,1737370.0,-688470.0,-0.3963,30262954,0.0359
Tuesday,January,2020-01-21,youtube,247,343,286.0,57.0,0.1993,6142,0.0591,1225189,1048900.0,176289.0,0.1681,31488143,0.0405
Wednesday,January,2020-01-22,youtube,237,317,343.0,-26.0,-0.0758,6459,0.0516,1421758,1225189.0,196569.0,0.1604,32909901,0.0452
Thursday,January,2020-01-23,youtube,266,316,317.0,-1.0,-0.0032,6775,0.0489,1290879,1421758.0,-130879.0,-0.0921,34200780,0.0392
Friday,January,2020-01-24,youtube,255,303,316.0,-13.0,-0.0411,7078,0.0447,1717849,1290879.0,426970.0,0.3308,35918629,0.0502
Saturday,January,2020-01-25,youtube,264,306,303.0,3.0,0.0099,7384,0.0432,2121929,1717849.0,404080.0,0.2352,38040558,0.0591
Sunday,January,2020-01-26,youtube,210,232,306.0,-74.0,-0.2418,7616,0.0314,1484899,2121929.0,-637030.0,-0.3002,39525457,0.039
Monday,January,2020-01-27,youtube,219,277,232.0,45.0,0.194,7893,0.0364,994798,1484899.0,-490101.0,-0.3301,40520255,0.0252
Tuesday,January,2020-01-28,youtube,263,319,277.0,42.0,0.1516,8212,0.0404,1758462,994798.0,763664.0,0.7677,42278717,0.0434
Wednesday,January,2020-01-29,youtube,244,310,319.0,-9.0,-0.0282,8522,0.0377,1336167,1758462.0,-422295.0,-0.2402,43614884,0.0316
Thursday,January,2020-01-30,youtube,260,982,310.0,672.0,2.1677,9504,0.1152,1452148,1336167.0,115981.0,0.0868,45067032,0.0333
Friday,January,2020-01-31,youtube,252,379,982.0,-603.0,-0.6141,9883,0.0399,1619784,1452148.0,167636.0,0.1154,46686816,0.0359
Saturday,February,2020-02-01,youtube,253,297,379.0,-82.0,-0.2164,10180,0.0301,2026782,1619784.0,406998.0,0.2513,48713598,0.0434
Sunday,February,2020-02-02,youtube,207,239,297.0,-58.0,-0.1953,10419,0.0235,1661615,2026782.0,-365167.0,-0.1802,50375213,0.0341
Monday,February,2020-02-03,youtube,230,273,239.0,34.0,0.1423,10692,0.0262,1126852,1661615.0,-534763.0,-0.3218,51502065,0.0224
Tuesday,February,2020-02-04,youtube,242,293,273.0,20.0,0.0733,10985,0.0274,1312316,1126852.0,185464.0,0.1646,52814381,0.0255
Wednesday,February,2020-02-05,youtube,242,294,293.0,1.0,0.0034,11279,0.0268,1460311,1312316.0,147995.0,0.1128,54274692,0.0276
Thursday,February,2020-02-06,youtube,242,318,294.0,24.0,0.0816,11597,0.0282,1241970,1460311.0,-218341.0,-0.1495,55516662,0.0229
Friday,February,2020-02-07,youtube,260,313,318.0,-5.0,-0.0157,11910,0.027,1883112,1241970.0,641142.0,0.5162,57399774,0.0339
Saturday,February,2020-02-08,youtube,270,303,313.0,-10.0,-0.0319,12213,0.0254,1962425,1883112.0,79313.0,0.0421,59362199,0.0342
Sunday,February,2020-02-09,youtube,213,289,303.0,-14.0,-0.0462,12502,0.0237,1775408,1962425.0,-187017.0,-0.0953,61137607,0.0299
Monday,February,2020-02-10,youtube,214,271,289.0,-18.0,-0.0623,12773,0.0217,1070606,1775408.0,-704802.0,-0.397,62208213,0.0175
Tuesday,February,2020-02-11,youtube,249,296,271.0,25.0,0.0923,13069,0.0232,1344342,1070606.0,273736.0,0.2557,63552555,0.0216
Wednesday,February,2020-02-12,youtube,266,319,296.0,23.0,0.0777,13388,0.0244,1429331,1344342.0,84989.0,0.0632,64981886,0.0225
Thursday,February,2020-02-13,youtube,242,298,319.0,-21.0,-0.0658,13686,0.0223,1321025,1429331.0,-108306.0,-0.0758,66302911,0.0203
Friday,February,2020-02-14,youtube,264,321,298.0,23.0,0.0772,14007,0.0235,1521960,1321025.0,200935.0,0.1521,67824871,0.023
Saturday,February,2020-02-15,youtube,253,312,321.0,-9.0,-0.028,14319,0.0223,2685446,1521960.0,1163486.0,0.7645,70510317,0.0396
Sunday,February,2020-02-16,youtube,214,248,312.0,-64.0,-0.2051,14567,0.0173,2226574,2685446.0,-458872.0,-0.1709,72736891,0.0316
Monday,February,2020-02-17,youtube,224,296,248.0,48.0,0.1935,14863,0.0203,916432,2226574.0,-1310142.0,-0.5884,73653323,0.0126
Tuesday,February,2020-02-18,youtube,260,298,296.0,2.0,0.0068,15161,0.02,1188830,916432.0,272398.0,0.2972,74842153,0.0161
Wednesday,February,2020-02-19,youtube,256,297,298.0,-1.0,-0.0034,15458,0.0196,1295975,1188830.0,107145.0,0.0901,76138128,0.0173
Thursday,February,2020-02-20,youtube,240,286,297.0,-11.0,-0.037,15744,0.0185,1128857,1295975.0,-167118.0,-0.129,77266985,0.0148
Friday,February,2020-02-21,youtube,256,325,286.0,39.0,0.1364,16069,0.0206,1452313,1128857.0,323456.0,0.2865,78719298,0.0188
Saturday,February,2020-02-22,youtube,269,306,325.0,-19.0,-0.0585,16375,0.019,2885489,1452313.0,1433176.0,0.9868,81604787,0.0367
Sunday,February,2020-02-23,youtube,226,268,306.0,-38.0,-0.1242,16643,0.0164,1638507,2885489.0,-1246982.0,-0.4322,83243294,0.0201
Monday,February,2020-02-24,youtube,220,261,268.0,-7.0,-0.0261,16904,0.0157,907151,1638507.0,-731356.0,-0.4464,84150445,0.0109
Tuesday,February,2020-02-25,youtube,246,298,261.0,37.0,0.1418,17202,0.0176,1074785,907151.0,167634.0,0.1848,85225230,0.0128
Wednesday,February,2020-02-26,youtube,254,296,298.0,-2.0,-0.0067,17498,0.0172,1338512,1074785.0,263727.0,0.2454,86563742,0.0157
Thursday,February,2020-02-27,youtube,257,306,296.0,10.0,0.0338,17804,0.0175,1198203,1338512.0,-140309.0,-0.1048,87761945,0.0138
Friday,February,2020-02-28,youtube,276,334,306.0,28.0,0.0915,18138,0.0188,1537483,1198203.0,339280.0,0.2832,89299428,0.0175
Saturday,February,2020-02-29,youtube,261,298,334.0,-36.0,-0.1078,18436,0.0164,2585519,1537483.0,1048036.0,0.6817,91884947,0.029
Sunday,March,2020-03-01,youtube,219,256,298.0,-42.0,-0.1409,18692,0.0139,1917842,2585519.0,-667677.0,-0.2582,93802789,0.0209
Monday,March,2020-03-02,youtube,222,281,256.0,25.0,0.0977,18973,0.015,972284,1917842.0,-945558.0,-0.493,94775073,0.0104
Tuesday,March,2020-03-03,youtube,248,295,281.0,14.0,0.0498,19268,0.0155,1214603,972284.0,242319.0,0.2492,95989676,0.0128
Wednesday,March,2020-03-04,youtube,265,304,295.0,9.0,0.0305,19572,0.0158,1594193,1214603.0,379590.0,0.3125,97583869,0.0166
Thursday,March,2020-03-05,youtube,256,292,304.0,-12.0,-0.0395,19864,0.0149,1144890,1594193.0,-449303.0,-0.2818,98728759,0.0117
Friday,March,2020-03-06,youtube,277,329,292.0,37.0,0.1267,20193,0.0166,1835027,1144890.0,690137.0,0.6028,100563786,0.0186
Saturday,March,2020-03-07,youtube,259,292,329.0,-37.0,-0.1125,20485,0.0145,1949752,1835027.0,114725.0,0.0625,102513538,0.0194
Sunday,March,2020-03-08,youtube,224,256,292.0,-36.0,-0.1233,20741,0.0125,1761296,1949752.0,-188456.0,-0.0967,104274834,0.0172
Monday,March,2020-03-09,youtube,221,286,256.0,30.0,0.1172,21027,0.0138,758396,1761296.0,-1002900.0,-0.5694,105033230,0.0073
Tuesday,March,2020-03-10,youtube,276,321,286.0,35.0,0.1224,21348,0.0153,1445335,758396.0,686939.0,0.9058,106478565,0.0138
Wednesday,March,2020-03-11,youtube,283,332,321.0,11.0,0.0343,21680,0.0156,2100210,1445335.0,654875.0,0.4531,108578775,0.0197
Thursday,March,2020-03-12,youtube,250,297,332.0,-35.0,-0.1054,21977,0.0137,1360733,2100210.0,-739477.0,-0.3521,109939508,0.0125
Friday,March,2020-03-13,youtube,262,308,297.0,11.0,0.037,22285,0.014,1427330,1360733.0,66597.0,0.0489,111366838,0.013
Saturday,March,2020-03-14,youtube,266,314,308.0,6.0,0.0195,22599,0.0141,2830524,1427330.0,1403194.0,0.9831,114197362,0.0254
Sunday,March,2020-03-15,youtube,211,247,314.0,-67.0,-0.2134,22846,0.0109,1770854,2830524.0,-1059670.0,-0.3744,115968216,0.0155
Monday,March,2020-03-16,youtube,224,264,247.0,17.0,0.0688,23110,0.0116,944446,1770854.0,-826408.0,-0.4667,116912662,0.0081
Tuesday,March,2020-03-17,youtube,289,352,264.0,88.0,0.3333,23462,0.0152,2436080,944446.0,1491634.0,1.5794,119348742,0.0208
Wednesday,March,2020-03-18,youtube,262,319,352.0,-33.0,-0.0938,23781,0.0136,1664058,2436080.0,-772022.0,-0.3169,121012800,0.0139
Thursday,March,2020-03-19,youtube,271,360,319.0,41.0,0.1285,24141,0.0151,1540430,1664058.0,-123628.0,-0.0743,122553230,0.0127
Friday,March,2020-03-20,youtube,302,346,360.0,-14.0,-0.0389,24487,0.0143,1823137,1540430.0,282707.0,0.1835,124376367,0.0149
Saturday,March,2020-03-21,youtube,276,337,346.0,-9.0,-0.026,24824,0.0138,2127570,1823137.0,304433.0,0.167,126503937,0.0171
Sunday,March,2020-03-22,youtube,252,306,337.0,-31.0,-0.092,25130,0.0123,1859115,2127570.0,-268455.0,-0.1262,128363052,0.0147
Monday,March,2020-03-23,youtube,242,303,306.0,-3.0,-0.0098,25433,0.0121,965255,1859115.0,-893860.0,-0.4808,129328307,0.0075
Tuesday,March,2020-03-24,youtube,276,358,303.0,55.0,0.1815,25791,0.0141,1497794,965255.0,532539.0,0.5517,130826101,0.0116
Wednesday,March,2020-03-25,youtube,280,335,358.0,-23.0,-0.0642,26126,0.013,1743914,1497794.0,246120.0,0.1643,132570015,0.0133
Thursday,March,2020-03-26,youtube,269,326,335.0,-9.0,-0.0269,26452,0.0125,1536810,1743914.0,-207104.0,-0.1188,134106825,0.0116
Friday,March,2020-03-27,youtube,307,381,326.0,55.0,0.1687,26833,0.0144,1775817,1536810.0,239007.0,0.1555,135882642,0.0132
Saturday,March,2020-03-28,youtube,291,363,381.0,-18.0,-0.0472,27196,0.0135,2262940,1775817.0,487123.0,0.2743,138145582,0.0167
Sunday,March,2020-03-29,youtube,240,287,363.0,-76.0,-0.2094,27483,0.0106,1982009,2262940.0,-280931.0,-0.1241,140127591,0.0143
Monday,March,2020-03-30,youtube,247,314,287.0,27.0,0.0941,27797,0.0114,1139558,1982009.0,-842451.0,-0.425,141267149,0.0081
Tuesday,March,2020-03-31,youtube,274,356,314.0,42.0,0.1338,28153,0.0128,1685947,1139558.0,546389.0,0.4795,142953096,0.0119
Wednesday,April,2020-04-01,youtube,302,366,356.0,10.0,0.0281,28519,0.013,2569781,1685947.0,883834.0,0.5242,145522877,0.018
Thursday,April,2020-04-02,youtube,266,338,366.0,-28.0,-0.0765,28857,0.0119,1333249,2569781.0,-1236532.0,-0.4812,146856126,0.0092
Friday,April,2020-04-03,youtube,296,370,338.0,32.0,0.0947,29227,0.0128,2231846,1333249.0,898597.0,0.674,149087972,0.0152
Saturday,April,2020-04-04,youtube,294,352,370.0,-18.0,-0.0486,29579,0.012,2594625,2231846.0,362779.0,0.1625,151682597,0.0174
Sunday,April,2020-04-05,youtube,254,307,352.0,-45.0,-0.1278,29886,0.0104,1703381,2594625.0,-891244.0,-0.3435,153385978,0.0112
Monday,April,2020-04-06,youtube,226,280,307.0,-27.0,-0.0879,30166,0.0094,1225035,1703381.0,-478346.0,-0.2808,154611013,0.008
Tuesday,April,2020-04-07,youtube,287,355,280.0,75.0,0.2679,30521,0.0118,1603059,1225035.0,378024.0,0.3086,156214072,0.0104
Wednesday,April,2020-04-08,youtube,286,382,355.0,27.0,0.0761,30903,0.0125,2376065,1603059.0,773006.0,0.4822,158590137,0.0152
Thursday,April,2020-04-09,youtube,281,374,382.0,-8.0,-0.0209,31277,0.0121,1671819,2376065.0,-704246.0,-0.2964,160261956,0.0105
Friday,April,2020-04-10,youtube,307,382,374.0,8.0,0.0214,31659,0.0122,1806929,1671819.0,135110.0,0.0808,162068885,0.0113
Saturday,April,2020-04-11,youtube,282,343,382.0,-39.0,-0.1021,32002,0.0108,1727092,1806929.0,-79837.0,-0.0442,163795977,0.0107
Sunday,April,2020-04-12,youtube,257,342,343.0,-1.0,-0.0029,32344,0.0107,1714481,1727092.0,-12611.0,-0.0073,165510458,0.0105
Monday,April,2020-04-13,youtube,284,394,342.0,52.0,0.152,32738,0.0122,1803412,1714481.0,88931.0,0.0519,167313870,0.0109
Tuesday,April,2020-04-14,youtube,284,364,394.0,-30.0,-0.0761,33102,0.0111,1721388,1803412.0,-82024.0,-0.0455,169035258,0.0103
Wednesday,April,2020-04-15,youtube,294,381,364.0,17.0,0.0467,33483,0.0115,1727415,1721388.0,6027.0,0.0035,170762673,0.0102
Thursday,April,2020-04-16,youtube,282,371,381.0,-10.0,-0.0262,33854,0.0111,1644987,1727415.0,-82428.0,-0.0477,172407660,0.0096
Friday,April,2020-04-17,youtube,308,386,371.0,15.0,0.0404,34240,0.0114,2291484,1644987.0,646497.0,0.393,174699144,0.0133
Saturday,April,2020-04-18,youtube,294,354,386.0,-32.0,-0.0829,34594,0.0103,2200773,2291484.0,-90711.0,-0.0396,176899917,0.0126
Sunday,April,2020-04-19,youtube,267,344,354.0,-10.0,-0.0282,34938,0.0099,2122618,2200773.0,-78155.0,-0.0355,179022535,0.012
Monday,April,2020-04-20,youtube,268,347,344.0,3.0,0.0087,35285,0.0099,1639777,2122618.0,-482841.0,-0.2275,180662312,0.0092
Tuesday,April,2020-04-21,youtube,275,358,347.0,11.0,0.0317,35643,0.0101,1426574,1639777.0,-213203.0,-0.13,182088886,0.0079
Wednesday,April,2020-04-22,youtube,308,385,358.0,27.0,0.0754,36028,0.0108,2188374,1426574.0,761800.0,0.534,184277260,0.012
Thursday,April,2020-04-23,youtube,272,360,385.0,-25.0,-0.0649,36388,0.01,1720703,2188374.0,-467671.0,-0.2137,185997963,0.0093
Friday,April,2020-04-24,youtube,305,394,360.0,34.0,0.0944,36782,0.0108,1744730,1720703.0,24027.0,0.014,187742693,0.0094
Saturday,April,2020-04-25,youtube,295,367,394.0,-27.0,-0.0685,37149,0.01,2634602,1744730.0,889872.0,0.51,190377295,0.014
Sunday,April,2020-04-26,youtube,266,336,367.0,-31.0,-0.0845,37485,0.009,2840525,2634602.0,205923.0,0.0782,193217820,0.0149
Monday,April,2020-04-27,youtube,256,333,336.0,-3.0,-0.0089,37818,0.0089,1416093,2840525.0,-1424432.0,-0.5015,194633913,0.0073
Tuesday,April,2020-04-28,youtube,277,355,333.0,22.0,0.0661,38173,0.0094,1794703,1416093.0,378610.0,0.2674,196428616,0.0092
Wednesday,April,2020-04-29,youtube,292,400,355.0,45.0,0.1268,38573,0.0105,2207771,1794703.0,413068.0,0.2302,198636387,0.0112
Thursday,April,2020-04-30,youtube,283,406,400.0,6.0,0.015,38979,0.0105,1542548,2207771.0,-665223.0,-0.3013,200178935,0.0078
Friday,May,2020-05-01,youtube,301,373,406.0,-33.0,-0.0813,39352,0.0096,1921204,1542548.0,378656.0,0.2455,202100139,0.0096
Saturday,May,2020-05-02,youtube,285,338,373.0,-35.0,-0.0938,39690,0.0086,2387735,1921204.0,466531.0,0.2428,204487874,0.0118
Sunday,May,2020-05-03,youtube,257,345,338.0,7.0,0.0207,40035,0.0087,2129408,2387735.0,-258327.0,-0.1082,206617282,0.0104
Monday,May,2020-05-04,youtube,251,339,345.0,-6.0,-0.0174,40374,0.0085,1206404,2129408.0,-923004.0,-0.4335,207823686,0.0058
Tuesday,May,2020-05-05,youtube,272,328,339.0,-11.0,-0.0324,40702,0.0081,1883742,1206404.0,677338.0,0.5615,209707428,0.0091
Wednesday,May,2020-05-06,youtube,282,354,328.0,26.0,0.0793,41056,0.0087,1720638,1883742.0,-163104.0,-0.0866,211428066,0.0082
Thursday,May,2020-05-07,youtube,275,333,354.0,-21.0,-0.0593,41389,0.0081,1745847,1720638.0,25209.0,0.0147,213173913,0.0083
Friday,May,2020-05-08,youtube,289,385,333.0,52.0,0.1562,41774,0.0093,2277752,1745847.0,531905.0,0.3047,215451665,0.0107
Saturday,May,2020-05-09,youtube,284,350,385.0,-35.0,-0.0909,42124,0.0084,2248251,2277752.0,-29501.0,-0.013,217699916,0.0104
Sunday,May,2020-05-10,youtube,269,338,350.0,-12.0,-0.0343,42462,0.008,2222090,2248251.0,-26161.0,-0.0116,219922006,0.0102
Monday,May,2020-05-11,youtube,276,349,338.0,11.0,0.0325,42811,0.0082,1246780,2222090.0,-975310.0,-0.4389,221168786,0.0057
Tuesday,May,2020-05-12,youtube,262,333,349.0,-16.0,-0.0458,43144,0.0078,1587685,1246780.0,340905.0,0.2734,222756471,0.0072
Wednesday,May,2020-05-13,youtube,309,397,333.0,64.0,0.1922,43541,0.0092,1528301,1587685.0,-59384.0,-0.0374,224284772,0.0069
Thursday,May,2020-05-14,youtube,282,352,397.0,-45.0,-0.1134,43893,0.0081,1960227,1528301.0,431926.0,0.2826,226244999,0.0087
Friday,May,2020-05-15,youtube,297,361,352.0,9.0,0.0256,44254,0.0082,2430178,1960227.0,469951.0,0.2397,228675177,0.0107
Saturday,May,2020-05-16,youtube,284,353,361.0,-8.0,-0.0222,44607,0.008,1791744,2430178.0,-638434.0,-0.2627,230466921,0.0078
Sunday,May,2020-05-17,youtube,241,299,353.0,-54.0,-0.153,44906,0.0067,2023006,1791744.0,231262.0,0.1291,232489927,0.0088
Monday,May,2020-05-18,youtube,247,323,299.0,24.0,0.0803,45229,0.0072,882758,2023006.0,-1140248.0,-0.5636,233372685,0.0038
Tuesday,May,2020-05-19,youtube,264,341,323.0,18.0,0.0557,45570,0.0075,1809092,882758.0,926334.0,1.0494,235181777,0.0078
Wednesday,May,2020-05-20,youtube,273,371,341.0,30.0,0.088,45941,0.0081,1593746,1809092.0,-215346.0,-0.119,236775523,0.0068
Thursday,May,2020-05-21,youtube,296,397,371.0,26.0,0.0701,46338,0.0086,1754790,1593746.0,161044.0,0.101,238530313,0.0074
Friday,May,2020-05-22,youtube,275,341,397.0,-56.0,-0.1411,46679,0.0074,1538547,1754790.0,-216243.0,-0.1232,240068860,0.0065
Saturday,May,2020-05-23,youtube,288,361,341.0,20.0,0.0587,47040,0.0077,2030030,1538547.0,491483.0,0.3194,242098890,0.0085
Sunday,May,2020-05-24,youtube,245,296,361.0,-65.0,-0.1801,47336,0.0063,1849583,2030030.0,-180447.0,-0.0889,243948473,0.0076
Monday,May,2020-05-25,youtube,237,313,296.0,17.0,0.0574,47649,0.0066,1913518,1849583.0,63935.0,0.0346,245861991,0.0078
Tuesday,May,2020-05-26,youtube,267,365,313.0,52.0,0.1661,48014,0.0077,2016448,1913518.0,102930.0,0.0538,247878439,0.0082
Wednesday,May,2020-05-27,youtube,289,387,365.0,22.0,0.0603,48401,0.0081,1725100,2016448.0,-291348.0,-0.1445,249603539,0.007
Thursday,May,2020-05-28,youtube,272,356,387.0,-31.0,-0.0801,48757,0.0074,1791088,1725100.0,65988.0,0.0383,251394627,0.0072
Friday,May,2020-05-29,youtube,281,365,356.0,9.0,0.0253,49122,0.0075,1724551,1791088.0,-66537.0,-0.0371,253119178,0.0069
Saturday,May,2020-05-30,youtube,283,357,365.0,-8.0,-0.0219,49479,0.0073,2537105,1724551.0,812554.0,0.4712,255656283,0.01
Sunday,May,2020-05-31,youtube,245,301,357.0,-56.0,-0.1569,49780,0.0061,1932056,2537105.0,-605049.0,-0.2385,257588339,0.0076
Monday,June,2020-06-01,youtube,243,327,301.0,26.0,0.0864,50107,0.0066,899825,1932056.0,-1032231.0,-0.5343,258488164,0.0035
Tuesday,June,2020-06-02,youtube,280,351,327.0,24.0,0.0734,50458,0.007,1663745,899825.0,763920.0,0.849,260151909,0.0064
Wednesday,June,2020-06-03,youtube,267,370,351.0,19.0,0.0541,50828,0.0073,1462845,1663745.0,-200900.0,-0.1208,261614754,0.0056
Thursday,June,2020-06-04,youtube,290,402,370.0,32.0,0.0865,51230,0.0079,1647904,1462845.0,185059.0,0.1265,263262658,0.0063
Friday,June,2020-06-05,youtube,302,381,402.0,-21.0,-0.0522,51611,0.0074,1694398,1647904.0,46494.0,0.0282,264957056,0.0064
Saturday,June,2020-06-06,youtube,287,372,381.0,-9.0,-0.0236,51983,0.0072,2146638,1694398.0,452240.0,0.2669,267103694,0.0081
Sunday,June,2020-06-07,youtube,240,300,372.0,-72.0,-0.1935,52283,0.0058,1955218,2146638.0,-191420.0,-0.0892,269058912,0.0073
Monday,June,2020-06-08,youtube,239,305,300.0,5.0,0.0167,52588,0.0058,973168,1955218.0,-982050.0,-0.5023,270032080,0.0036
Tuesday,June,2020-06-09,youtube,258,335,305.0,30.0,0.0984,52923,0.0064,1603611,973168.0,630443.0,0.6478,271635691,0.0059
Wednesday,June,2020-06-10,youtube,286,357,335.0,22.0,0.0657,53280,0.0067,1846149,1603611.0,242538.0,0.1512,273481840,0.0068
Thursday,June,2020-06-11,youtube,278,344,357.0,-13.0,-0.0364,53624,0.0065,1402910,1846149.0,-443239.0,-0.2401,274884750,0.0051
Friday,June,2020-06-12,youtube,295,377,344.0,33.0,0.0959,54001,0.007,1757506,1402910.0,354596.0,0.2528,276642256,0.0064
Saturday,June,2020-06-13,youtube,295,358,377.0,-19.0,-0.0504,54359,0.0066,2182500,1757506.0,424994.0,0.2418,278824756,0.0079
Sunday,June,2020-06-14,youtube,249,328,358.0,-30.0,-0.0838,54687,0.006,1787273,2182500.0,-395227.0,-0.1811,280612029,0.0064
Monday,June,2020-06-15,youtube,263,335,328.0,7.0,0.0213,55022,0.0061,1086494,1787273.0,-700779.0,-0.3921,281698523,0.0039
Tuesday,June,2020-06-16,youtube,280,363,335.0,28.0,0.0836,55385,0.0066,1953829,1086494.0,867335.0,0.7983,283652352,0.0069
Wednesday,June,2020-06-17,youtube,295,379,363.0,16.0,0.0441,55764,0.0068,1638267,1953829.0,-315562.0,-0.1615,285290619,0.0058
Thursday,June,2020-06-18,youtube,283,373,379.0,-6.0,-0.0158,56137,0.0067,1651330,1638267.0,13063.0,0.008,286941949,0.0058
Friday,June,2020-06-19,youtube,295,390,373.0,17.0,0.0456,56527,0.0069,1771213,1651330.0,119883.0,0.0726,288713162,0.0062
Saturday,June,2020-06-20,youtube,296,357,390.0,-33.0,-0.0846,56884,0.0063,2563664,1771213.0,792451.0,0.4474,291276826,0.0089
Sunday,June,2020-06-21,youtube,253,308,357.0,-49.0,-0.1373,57192,0.0054,1587328,2563664.0,-976336.0,-0.3808,292864154,0.0054
Monday,June,2020-06-22,youtube,255,342,308.0,34.0,0.1104,57534,0.006,1218383,1587328.0,-368945.0,-0.2324,294082537,0.0042
Tuesday,June,2020-06-23,youtube,289,386,342.0,44.0,0.1287,57920,0.0067,1799948,1218383.0,581565.0,0.4773,295882485,0.0061
Wednesday,June,2020-06-24,youtube,299,383,386.0,-3.0,-0.0078,58303,0.0066,1972035,1799948.0,172087.0,0.0956,297854520,0.0067
Thursday,June,2020-06-25,youtube,302,376,383.0,-7.0,-0.0183,58679,0.0064,1700659,1972035.0,-271376.0,-0.1376,299555179,0.0057
Friday,June,2020-06-26,youtube,318,405,376.0,29.0,0.0771,59084,0.0069,2605481,1700659.0,904822.0,0.532,302160660,0.0087
Saturday,June,2020-06-27,youtube,279,337,405.0,-68.0,-0.1679,59421,0.0057,2168344,2605481.0,-437137.0,-0.1678,304329004,0.0072
Sunday,June,2020-06-28,youtube,254,304,337.0,-33.0,-0.0979,59725,0.0051,2223986,2168344.0,55642.0,0.0257,306552990,0.0073
